LICENSE TYPE,LICENSE NO,LICENSE STATUS,FULL NAME,ISSUE DATE,EXPIRATION DATE,ADDR LINE 1,ADDR LINE 2,CITY,STATE,ZIPCODE,PHONE,DISCIPLINARY ACTION,DOCKET NUMBER,EMAIL,QUALIFIER
Contractor With LRF,4908484-5501,Active,D AND K PLUMBING AND HEATING COMPANY,2001-09-25,2025-11-30,restricted,restricted,MYTON,UT,84052,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,350627-5501,Active,"J Rodgers Works and Company, LLC",1998-01-16,2025-11-30,restricted,restricted,SALT LAKE CITY,UT,84109,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,7328814-5501,Active,"911 Plumbing, Heating, & A/C Inc.",2009-05-12,2025-11-30,restricted,restricted,West Jordan,UT,84081,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13694143-5501,Active,Alpha Property Solutions L.L.C.,2024-01-30,2025-11-30,restricted,restricted,Herriman,UT,84096,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,4919149-5501,Active,"RANDALL PLUMBING, INC.",2001-08-14,2025-11-30,restricted,restricted,CENTERVILLE,UT,84014,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,6296487-5501,Active,"Plumbing Professionals, Inc.",2006-08-21,2025-11-30,restricted,restricted,PLEASANT VIEW,UT,84404,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12084800-5501,Active,SHAKESPEARE PLUMBING LLC,2020-12-29,2025-11-30,restricted,restricted,CEDAR CITY,UT,84721,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,10757913-5501,Active,"True Tech Mechanical, Inc.",2018-03-26,2025-11-30,restricted,restricted,LAYTON,UT,84041,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5593460-5501,Active,"Craig's Quality Plumbing, Inc.",2004-03-04,2025-11-30,restricted,restricted,AMALGA,UT,84335,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,8355655-5501,Active,"Ram Plumbing & Heating, LLC",2012-06-27,2025-11-30,restricted,restricted,LOGAN,UT,84321,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,7509240-5501,Active,Rooter Kings Plumbing and Drain Cleaning LLC,2018-05-25,2025-11-30,restricted,restricted,BOUNTIFUL,UT,84010,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,10521463-5501,Active,Circle 17 Plumbing LLC,2017-09-18,2025-11-30,restricted,restricted,Riverton,UT,84065,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,11631954-5501,Active,"CASTLE GREY STONE, LLC",2020-02-04,2025-11-30,restricted,restricted,PINTURA,UT,84720,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,316068-5501,Active,"Ensign Ventures, Inc.",1996-01-24,2025-11-30,restricted,restricted,SOUTH JORDAN,UT,840950277,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,252203-5501,Active,Rex Larsen Plumbing & Heating Inc,1992-08-18,2025-11-30,restricted,restricted,LOGAN,UT,84321,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,14124745-5501,Active,My Water Heater Guy LLC,2024-08-22,2025-11-30,restricted,restricted,Orem,UT,84057,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,260364-5501,Active,"John Zarbock Plumbing, Inc.",1993-03-17,2025-11-30,restricted,restricted,SALT LAKE CITY,UT,84165,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,14214720-5501,Active,"Webfoot Ventures, LLC",2025-04-04,2027-11-30,restricted,restricted,South Jordan,UT,84095,restricted,N,,restricted,P201 - Residential Plumbing Contractor
Contractor With LRF,12050159-5501,Active,MOUNTAIN GREEN PLUMBING & MECHANICAL LLC,2020-12-21,2025-11-30,restricted,restricted,MOUNTAIN GREEN,UT,84050,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,11453795-5501,Active,"Beck, LLC",2019-11-13,2025-11-30,restricted,restricted,BOUNTIFUL,UT,84010,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5412371-5501,Active,"FOUR SEASONS PLUMBING & HEATING, INC.",2003-10-27,2025-11-30,restricted,restricted,COTTONWOOD HEIGHTS,UT,84121,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,14063475-5501,Active,Anytime Home Services of Utah LLC,2024-07-18,2025-11-30,restricted,restricted,Queen Creek,AZ,85142,restricted,N,,restricted,P201 - Residential Plumbing Contractor
Contractor With LRF,11207388-5501,Active,Tooele Valley Plumbing LLC,2019-03-18,2025-11-30,restricted,restricted,TOOELE,UT,84074,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,238364-5501,Active,"Colt Temperature Control and Tube, Incorporated",1911-01-01,2025-11-30,restricted,restricted,LEHI,UT,84043,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,1435149-5501,Active,"PETERSON REFRIGERATION & APPLIANCE, INC.",2001-09-11,2025-11-30,restricted,restricted,GUNNISON,UT,84634,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,11558810-5501,Active,E-Z Plumbing and Drain LLC,2019-12-16,2025-11-30,restricted,restricted,PAYSON,UT,84651,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,11878305-5501,Active,"Barratt Sewer and Water, LLC",2020-08-11,2025-11-30,restricted,restricted,SPANISH FORK,UT,84660,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13302648-5501,Active,Primetime Plumbing Services LLC,2023-03-24,2025-11-30,restricted,restricted,Fountain Green,UT,84632,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,6631881-5501,Active,"Advanced Custom Construction, Inc.",2007-06-01,2025-11-30,restricted,restricted,WASHINGTON,UT,847803207,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12935530-5501,Active,Craig Broderick Plumbing LLC,2022-07-19,2025-11-30,restricted,restricted,Taylorsville,UT,84129,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,14208866-5501,Active,Holleys Amazing Services LLC,2025-03-03,2027-11-30,restricted,restricted,Clinton,UT,84015,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,249260-5501,Active,Universal Service,1989-08-30,2025-11-30,restricted,restricted,SALT LAKE CITY,UT,84104,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13330069-5501,Active,"Web Foot Custom Fabrication, LLC",2023-04-11,2025-11-30,restricted,restricted,Ogden,UT,84404,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,6634392-5501,Active,"Jolley Plumbing, LLC",2007-06-05,2025-11-30,restricted,restricted,OGDEN,UT,844093935,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,313141-5501,Active,Interwest Mechanical Contractors Inc,1995-11-16,2025-11-30,restricted,restricted,SPANISH FORK,UT,84660,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13158990-5501,Active,"Nordic Built, LLC",2023-01-09,2025-11-30,restricted,restricted,Clearfield,UT,84015,restricted,N,,restricted,P201 - Residential Plumbing Contractor
Contractor With LRF,14213493-5501,Active,Fresh Water Treatment and Plumbing LLC,2025-04-01,2027-11-30,restricted,restricted,American Fork,UT,84003,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,10221038-5501,Active,"Pride Plumbing, L.L.C.",2017-01-13,2025-11-30,restricted,restricted,Saint George,UT,84790,restricted,N,,restricted,P201 - Residential Plumbing Contractor
Contractor With LRF,9498382-5501,Active,"D Star, LLC",2015-08-18,2025-11-30,restricted,restricted,CENTERVILLE,UT,84014,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,10544169-5501,Active,"Desert Star Plumbing, L.L.C.",2017-10-18,2025-11-30,restricted,restricted,SAINT GEORGE,UT,84790,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,327759-5501,Active,"Hansen Plumbing, Inc.",1996-09-30,2025-11-30,restricted,restricted,SPANISH FORK,UT,84660,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,263987-5501,Active,Payne's Plumbing LLP,1993-07-07,2025-11-30,restricted,restricted,MONROE,UT,84754,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13860650-5501,Active,Alex's Plumbing Services LLC,2024-04-08,2025-11-30,restricted,restricted,Spanish Fork,UT,84660,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,231949-5501,Active,"J & S Mechanical Contractors, Inc.",1911-01-01,2025-11-30,restricted,restricted,WEST JORDAN,UT,84084,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,10444348-5501,Active,"Keemer Plumbing, LLC",2017-07-31,2025-11-30,restricted,restricted,TAYLORSVILLE,UT,84129,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,10285390-5501,Active,Patriotic Plumbing LLC,2017-03-10,2025-11-30,restricted,restricted,GRANTSVILLE,UT,84029,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,275556-5501,Active,Bowles Plumbing Inc,1994-07-11,2025-11-30,restricted,restricted,HERRIMAN,UT,84096,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,7306399-5501,Active,"A-John's Plumbing, Heating and Air, Inc",2009-06-01,2025-11-30,restricted,restricted,SAINT GEORGE,UT,84791,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,14208706-5501,Active,Jenson Plumbing L.L.C.,2025-02-27,2027-11-30,restricted,restricted,American Fork,UT,84003,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5073121-5501,Active,"ABRAMS PLUMBING, INC.",2002-12-03,2025-11-30,restricted,restricted,FARMINGTON,UT,840252513,restricted,Y,2009-396,restricted,P201 - Residential Plumbing Contractor
Contractor With LRF,14101534-5501,Active,Power Design Inc.,2024-08-09,2025-11-30,restricted,restricted,Saint Petersburg,FL,33716,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,6210757-5501,Active,Kellogg Brown & Root LLC,2006-07-13,2025-11-30,restricted,restricted,HOUSTON,TX,77002,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13831882-5501,Active,"Elite Plumbing, Heating & Air LLC",2024-03-21,2025-11-30,restricted,restricted,Tooele,UT,84074,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13431412-5501,Active,Mountain Peak Plumbing LLC,2023-06-26,2025-11-30,restricted,restricted,Smithfield,UT,84335,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,372138-5501,Active,"Schulz Plumbing & Heating, Inc.",1999-04-30,2025-11-30,restricted,restricted,SALT LAKE CITY,UT,84105,restricted,N,,restricted,P201 - Residential Plumbing Contractor
Contractor With LRF,7060309-5501,Active,"Coleman Plumbing, L.L.C.",2008-07-23,2025-11-30,restricted,restricted,HEBER CITY,UT,84032,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,8488401-5501,Active,"Alpine Bathtub Liners, Inc.",2012-12-06,2025-11-30,restricted,restricted,BOUNTIFUL,UT,84010,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,8799159-5501,Active,CoryPincock Inc.,2013-09-23,2025-11-30,restricted,restricted,SAINT GEORGE,UT,84790,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13961333-5501,Active,MBR Construction Services LLC,2024-05-28,2025-11-30,restricted,restricted,Saint George,UT,84770,restricted,N,,restricted,P201 - Residential Plumbing Contractor
Contractor With LRF,5041205-5501,Active,C & A PLUMBING INC.,2002-02-14,2025-11-30,restricted,restricted,Pleasant View,UT,84404,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,14185002-5501,Active,Plumbing and Company,2024-09-26,2025-11-30,restricted,restricted,Salem,UT,84653,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,3090320-5501,Active,"REDD MECHANICAL, INC.",2001-08-06,2025-11-30,restricted,restricted,BLANDING,UT,84511,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12124625-5501,Active,"Coffin Plumbing, LLC",2021-01-22,2025-11-30,restricted,restricted,EAGLE MOUNTAIN,UT,84005,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5179564-5501,Active,TODD JONES PLUMBING,2002-10-02,2025-11-30,restricted,restricted,CEDAR CITY,UT,84720,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5652562-5501,Active,"J B Plumbing, LLC",2004-05-27,2025-11-30,restricted,restricted,MOAB,UT,845320008,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,10709990-5501,Active,Service Depot LLC,2018-08-02,2025-11-30,restricted,restricted,LOGAN,UT,84321,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,236884-5501,Active,"J. C. Electric, Inc.",1911-01-01,2025-11-30,restricted,restricted,Ogden,UT,84404,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,10899956-5501,Active,"Elevated Plumbing, Inc.",2018-07-13,2025-11-30,restricted,restricted,LEHI,UT,84043,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,11347970-5501,Active,"Neptune Plumbing, LLC",2019-10-31,2025-11-30,restricted,restricted,PLEASANT GROVE,UT,84062,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,7565918-5501,Active,"High Peak Plumbing, LLC",2010-02-03,2025-11-30,restricted,restricted,DUCHESNE,UT,84021,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5787061-5501,Active,Terry's Plumbing Inc.,2004-12-08,2025-11-30,restricted,restricted,SALT LAKE CITY,UT,841242401,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,240972-5501,Active,David J Tuckett,1911-01-01,2025-11-30,restricted,restricted,SALT LAKE CITY,UT,84121,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,360504-5501,Active,Daniels Plumbing & Heating Inc,1998-06-08,2025-11-30,restricted,restricted,VERNAL,UT,84078,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,326978-5501,Active,Michael S Tolley,1996-09-12,2025-11-30,restricted,restricted,Nephi,UT,84648,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12453807-5501,Active,Beeks Plumbing LLC,2021-11-09,2025-11-30,restricted,restricted,Ogden,UT,84414,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,6162235-5501,Active,Jared Anderson Plumbing LLC,2006-03-29,2025-11-30,restricted,restricted,EPHRAIM,UT,846271256,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,9562511-5501,Active,"JD All Service Plumbing, LLC",2015-10-28,2025-11-30,restricted,restricted,WEST JORDAN,UT,84081,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13194413-5501,Active,J-Tac Inc,2023-01-27,2025-11-30,restricted,restricted,Magna,UT,84044,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5383226-5501,Active,"YATES PLUMBING & HEATING, INC.",2003-09-25,2025-11-30,restricted,restricted,PARK CITY,UT,84068,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,247327-5501,Active,Colf's Plumbing Inc,1986-11-19,2025-11-30,restricted,restricted,WASHINGTON,UT,84780,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12038413-5501,Active,Justin Farrer Plumbing LLC,2021-01-15,2025-11-30,restricted,restricted,SAINT GEORGE,UT,84790,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13823495-5501,Active,"Elevated Home Services, LLC",2024-03-22,2025-11-30,restricted,restricted,West Valley City,UT,84120,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,6875467-5501,Active,"Commercial Mechanical Systems & Service, LLC",2008-02-22,2025-11-30,restricted,restricted,Salt Lake City,UT,84104,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13214757-5501,Active,"Cannon Plumbing Company, LLC",2023-01-25,2025-11-30,restricted,restricted,Morgan,UT,84050,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,9002087-5501,Active,"Lowe's Home Centers, LLC",2014-05-12,2025-11-30,restricted,restricted,Mooresville,NC,28117,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,14202794-5501,Active,Sea to Ski Property Management LLC,2025-02-24,2027-11-30,restricted,restricted,Park City,UT,84068,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,7275924-5501,Active,Dale G Whipple,2009-03-12,2025-11-30,restricted,restricted,MONTICELLO,UT,84535,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5230964-5501,Active,J. PLUMBING,2003-02-26,2025-11-30,restricted,restricted,Cedar City,UT,84721,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,274634-5501,Active,KMJ Plumbing LLC,1994-06-28,2025-11-30,restricted,restricted,SALT LAKE CITY,UT,841077545,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12182796-5501,Active,SOLID PLUMBING L.L.C.,2021-03-23,2025-11-30,restricted,restricted,SPRINGVILLE,UT,84663,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,332410-5501,Active,Marlin Plumbing Services LLC,1997-03-03,2025-11-30,restricted,restricted,FAIRVIEW,UT,84629,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,6021717-5501,Active,A Service Pros LLC,2005-10-07,2025-11-30,restricted,restricted,EPHRAIM,UT,84627,restricted,N,,restricted,P201 - Residential Plumbing Contractor
Contractor With LRF,13752626-5501,Active,"Big Al's Plumbing & Hydronics, LLC",2024-02-22,2025-11-30,restricted,restricted,Orem,UT,84097,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,247793-5501,Active,"UEAC, LLC",1911-01-01,2025-11-30,restricted,restricted,SALT LAKE CITY,UT,84115,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,6735844-5501,Active,"Harding Plumbing, LLC",2007-09-05,2025-11-30,restricted,restricted,SPANISH FORK,UT,84660,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,1078739-5501,Active,GARDNER SERVICE INC.,2003-11-03,2025-11-30,restricted,restricted,SALT LAKE CITY,UT,84115,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,6014202-5501,Active,Automated Heating and Air Conditioning Inc.,2005-10-03,2025-11-30,restricted,restricted,OGDEN,UT,844013267,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,350919-5501,Active,Benson Plumbing L. C.,1997-12-17,2025-11-30,restricted,restricted,PROVIDENCE,UT,843329442,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5390041-5501,Active,"BRAHMA GROUP, INC.",2003-10-21,2025-11-30,restricted,restricted,Salt Lake City,UT,84101,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,14215913-5501,Active,Deseret Peak Piping LLC,2025-04-10,2027-11-30,restricted,restricted,Tooele,UT,84074,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12319914-5501,Active,"Wood Integrated Solutions, L.L.C.",2021-06-14,2025-11-30,restricted,restricted,Eden,UT,84310,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,233073-5501,Active,Bill's Sheet Metal Inc,1911-01-01,2025-11-30,restricted,restricted,layton,UT,84040,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5754285-5501,Active,Frank Vaccaro Plumbing Inc.,2004-11-01,2025-11-30,restricted,restricted,MOAB,UT,84532,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,6419504-5501,Active,"Andrew Bangerter Plumbing, Inc.",2006-12-19,2025-11-30,restricted,restricted,KAYSVILLE,UT,84037,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,6414458-5501,Active,Jose Beltran,2006-12-12,2025-11-30,restricted,restricted,PROVO,UT,84606,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,9712366-5501,Active,"Hudson Plumbing, LLC",2016-03-24,2025-11-30,restricted,restricted,OREM,UT,84057,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12550694-5501,Active,"Metz Enterprises, LLC",2025-02-28,2027-11-30,restricted,restricted,WEST VALLEY CITY,UT,84128,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,248947-5501,Active,Uni-West Inc,1989-03-08,2025-11-30,restricted,restricted,RIVERTON,UT,840654162,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12559394-5501,Active,Whipple Service Champions Heating & Cooling LLC,2021-11-10,2025-11-30,restricted,restricted,West Valley City,UT,84119,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,14206890-5501,Active,Plumb Plumbing LLC,2025-03-31,2027-11-30,restricted,restricted,Lehi,UT,84043,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,7862664-5501,Active,"Dedicated Plumbing, LLC",2011-01-06,2025-11-30,restricted,restricted,HURRICANE,UT,84737,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12920723-5501,Active,"Big Brothers Home Services, LLC",2022-07-21,2025-11-30,restricted,restricted,Salt Lake City,UT,84107,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,14109437-5501,Active,Monster Plumbing and Mechanical,2024-10-16,2025-11-30,restricted,restricted,West Jordan,UT,84081,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,315859-5501,Active,"Barnes Plumbing & Excavating, Inc.",1996-01-24,2025-11-30,restricted,restricted,ELMO,UT,84521,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,6638532-5501,Active,"Black Rock Plumbing, Inc.",2007-06-06,2025-11-30,restricted,restricted,PLAIN CITY,UT,84404,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13654629-5501,Active,"White Pine Plumbing, L.L.C.",2024-01-10,2025-11-30,restricted,restricted,Sandy,UT,84094,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13080050-5501,Active,"Admiral Plumbing Acquisition, LLC",2022-12-08,2025-11-30,restricted,restricted,Payson,UT,84651,restricted,N,,restricted,P201 - Residential Plumbing Contractor
Contractor With LRF,11774172-5501,Active,Todd Plumbing & Renovation Inc.,2020-05-18,2025-11-30,restricted,restricted,SPRINGVILLE,UT,84663,restricted,N,,restricted,P201 - Residential Plumbing Contractor
Contractor With LRF,11126971-5501,Active,"Salt City Plumbing, LLC",2019-01-18,2025-11-30,restricted,restricted,Salt Lake City,UT,84116,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,6228541-5501,Active,"KR Plumbing & Mechanical, L.L.C.",2006-06-05,2025-11-30,restricted,restricted,ROY,UT,84067,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,247072-5501,Active,Cook Plumbing Company,1987-04-09,2025-11-30,restricted,restricted,DRAPER,UT,84020,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,4957895-5501,Active,"Scott R. Hale Plumbing, Inc.",2001-08-17,2025-11-30,restricted,restricted,MURRAY,UT,84107,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,6097301-5501,Active,Balfour Plumbing LLC,2006-01-17,2025-11-30,restricted,restricted,West Jordan,UT,84088,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,7537446-5501,Active,Clear Awakening LLC,2010-02-11,2025-11-30,restricted,restricted,HURRICANE,UT,84737,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13352914-5501,Active,"J & H Landscaping, Inc.",2023-05-30,2025-11-30,restricted,restricted,Lehi,UT,84043,restricted,N,,restricted,P201 - Residential Plumbing Contractor
Contractor With LRF,14090862-5501,Active,AJ's Soft Water L.L.C.,2024-07-31,2025-11-30,restricted,restricted,Springville,UT,84663,restricted,N,,restricted,P201 - Residential Plumbing Contractor
Contractor With LRF,8295503-5501,Active,"Energy Tech Plumbing, L.L.C.",2012-04-27,2025-11-30,restricted,restricted,LAYTON,UT,84041,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12243270-5501,Active,Colorado Living Limited Liability Company,2021-06-18,2025-11-30,restricted,restricted,West Valley City,UT,84119,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,376815-5501,Active,Leo S. Barnes Plumbing Inc.,1999-10-13,2025-11-30,restricted,restricted,CLINTON,UT,84015,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,7054841-5501,Active,Brian Adams Plumbing LLC,2008-07-08,2025-11-30,restricted,restricted,HOOPER,UT,84315,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,377818-5501,Active,"HARTMAN PLUMBING, INC.",1999-11-10,2025-11-30,restricted,restricted,SPRINGVILLE,UT,84663,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5077781-5501,Active,"GRAFF CONSTRUCTION, L.L.C.",2002-04-08,2025-11-30,restricted,restricted,CEDAR CITY,UT,84721,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,14206134-5501,Active,Builtwell Plumbing LLC,2025-02-13,2027-11-30,restricted,restricted,Saint George,UT,84770,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,4874901-5501,Active,"JM MECHANICAL, LLC",2001-07-18,2025-11-30,restricted,restricted,Logan,UT,84341,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12919143-5501,Active,Cedar Canyon Plumbing LLC,2022-07-08,2025-11-30,restricted,restricted,Eagle Mountain,UT,84005,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,9220666-5501,Active,"TKS Plumbing and Mechanical, Inc.",2014-11-21,2025-11-30,restricted,restricted,EAGLE MOUNTAIN,UT,84005,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,4797189-5501,Active,"Comfort Solutions, LLC",2000-09-18,2025-11-30,restricted,restricted,WEST HAVEN,UT,84401,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,247080-5501,Active,"Rentmeister & Co., Inc.",1986-08-25,2025-11-30,restricted,restricted,Syracuse,UT,84075,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,10376586-5501,Active,R Staheli Plumbing Inc.,2017-05-24,2025-11-30,restricted,restricted,ENTERPRISE,UT,84725,restricted,N,,restricted,P201 - Residential Plumbing Contractor
Contractor With LRF,4886031-5501,Active,BT PLUMBING INC,2003-04-10,2025-11-30,restricted,restricted,BLUFFDALE,UT,84065,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,13115818-5501,Active,"Mountain Ridge Mechanical, LLC",2022-11-09,2025-11-30,restricted,restricted,North Salt Lake,UT,84054,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,353636-5501,Active,Forsgren Plumbing Inc,1998-03-05,2025-11-30,restricted,restricted,PERRY,UT,84302,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,5029141-5501,Active,"BRAD O. BAKER PLUMBING, INC.",2002-03-05,2025-11-30,restricted,restricted,ST GEORGE,UT,84770,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,12523689-5501,Active,"Viking Plumbing and Heating, LLC",2021-10-19,2025-11-30,restricted,restricted,West Jordan,UT,84088,restricted,N,,restricted,P200 - General Plumbing contractor
Contractor With LRF,14186373-5501,Active,"The Swell Plumber, LLC",2024-10-03,2025-11-30,restricted,restricted,Orangeville,UT,84537,restricted,N,,restricted,P200 - General Plumbing contractor
