LICENSE TYPE,LICENSE NO,LICENSE STATUS,FULL NAME,ISSUE DATE,EXPIRATION DATE,ADDR LINE 1,ADDR LINE 2,CITY,STATE,ZIPCODE,PHONE,DISCIPLINARY ACTION,DOCKET NUMBER,EMAIL,QUALIFIER
Contractor With LRF,11440186-5501,Active,Cutting Edge Landscape Utah LLC,2019-09-05,2025-11-30,restricted,restricted,BOISE,ID,83714,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13115809-5501,Active,"4JFX, LLC",2022-11-30,2025-11-30,restricted,restricted,Spanish Fork,UT,84660,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13214712-5501,Active,Grand View Landscaping LLC,2023-01-25,2025-11-30,restricted,restricted,Saint George,UT,84770,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13803558-5501,Active,Modern Landscaping LLC,2024-03-06,2025-11-30,restricted,restricted,Salt Lake City,UT,84105,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,8105560-5501,Active,"The Backyard Life, Inc.",2011-11-07,2025-11-30,restricted,restricted,Saint George,UT,84770,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13904074-5501,Active,Miguel's Home Care L.L.C.,2024-05-01,2025-11-30,restricted,restricted,Sandy,UT,84094,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,320803-5501,Active,Suburban Property Maintenance Inc.,1996-06-13,2025-11-30,restricted,restricted,HOOPER,UT,84315 9679,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,10448545-5501,Active,"Kings Peak Landscapes, LLC",2017-07-26,2025-11-30,restricted,restricted,MILLCREEK,UT,84124,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,14216150-5501,Active,DuraPlay Outdoor Surfacing LLC,2025-04-22,2027-11-30,restricted,restricted,Driftwood,TX,78619,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13307597-5501,Active,"Alpine Greenery, LLC",2023-04-12,2025-11-30,restricted,restricted,Park City,UT,84098,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13975416-5501,Active,Pickled Court Franchising LLC,2024-06-03,2025-11-30,restricted,restricted,Saratoga Springs,UT,84045,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,4733151-5501,Active,"Cedar Creek Landscaping, Inc",2000-06-20,2025-11-30,restricted,restricted,CEDAR CITY,UT,84720,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,14207763-5501,Active,Red Mountain Shotcrete LLC,2025-02-21,2027-11-30,restricted,restricted,St George,UT,84770,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,346054-5501,Active,"Johansen's Pool Service, Inc.",1997-10-02,2025-11-30,restricted,restricted,ST GEORGE,UT,84770,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,12418043-5501,Active,"Deer Iron Construction, LLC",2021-08-05,2025-11-30,restricted,restricted,Heber City,UT,84032,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,14187743-5501,Active,"Knox Floors, LLC",2024-10-11,2025-11-30,restricted,restricted,Bear River City,UT,84301,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,14082199-5501,Active,LED Fencing & Landscaping LLC,2024-08-12,2025-11-30,restricted,restricted,Clearfield,UT,84015,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,12586016-5501,Active,Upswing Design and Build LLC,2021-12-02,2025-11-30,restricted,restricted,AMERICAN FORK,UT,84003,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,358755-5501,Active,Kappus Landscape/Sprinkler Limited Liability Company,1998-09-18,2025-11-30,restricted,restricted,SALT LAKE CITY,UT,84115,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,11253072-5501,Active,Nathan Craig Criddle,2019-04-16,2025-11-30,restricted,restricted,MIDVALE,UT,84047,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,11327016-5501,Active,Buhler Landscape and Design LLC,2019-06-11,2025-11-30,restricted,restricted,MORGAN,UT,84050,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,374253-5501,Active,Sierrascape Landscaping Inc,1999-07-14,2025-11-30,restricted,restricted,KAMAS,UT,84036,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,12160425-5501,Active,CPR SERVICES L.L.C.,2021-02-11,2025-11-30,restricted,restricted,RIVERTON,UT,84065,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,373083-5501,Active,D-Dyer Inc,1999-07-20,2025-11-30,restricted,restricted,HIGHLAND,UT,84003,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,12713908-5501,Active,"Last Season Landscaping, LLC",2022-02-23,2025-11-30,restricted,restricted,Roy,UT,84067,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,11820400-5501,Active,JV LANDSCAPING LLC,2020-08-11,2025-11-30,restricted,restricted,RIVERTON,UT,84096,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,6482061-5501,Active,Natural Design Landscape Inc.,2007-04-09,2025-11-30,restricted,restricted,CEDAR CITY,UT,84720,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13661140-5501,Active,Regal Service Team LLC,2024-01-29,2025-11-30,restricted,restricted,Heber City,UT,84032,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,9413955-5501,Active,"Vizion Construction and Landscaping, LLC",2015-05-27,2025-11-30,restricted,restricted,Herriman,UT,84096,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,10261173-5501,Active,"Proper Space, LLC",2018-06-08,2025-11-30,restricted,restricted,LOGAN,UT,84321,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,12745023-5501,Active,Garcia's Landscaping & Concrete LLC,2022-03-15,2025-11-30,restricted,restricted,Springville,UT,84663,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,6323710-5501,Active,"Kokopelli Landscaping, Inc.",2006-09-13,2025-11-30,restricted,restricted,MESQUITE,NV,89027,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,10373323-5501,Active,Advantage Excavating LLC,2017-05-17,2025-11-30,restricted,restricted,Spanish Fork,UT,84660,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13725353-5501,Active,"Fantastic Lawn Care, LLC",2024-02-01,2025-11-30,restricted,restricted,Taylorsville,UT,84129,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13298312-5501,Active,Whitworth Property Services LLC,2023-03-21,2025-11-30,restricted,restricted,Moab,UT,84532,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,14217706-5501,Active,Lime Landscape Services LLC,2025-04-22,2027-11-30,restricted,restricted,Salt Lake City,UT,84165,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13589968-5501,Active,Arizona Garden Nursery & Landscaping LLC,2023-11-01,2025-11-30,restricted,restricted,Saint George,UT,84790,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13737626-5501,Active,"Martinez Landscaping & Snow Removal, LLC",2024-02-05,2025-11-30,restricted,restricted,West Jordan,UT,84084,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13688833-5501,Active,Mountain West Landscapes LLC,2024-01-17,2025-11-30,restricted,restricted,Eagle Mountain,UT,84005,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,14213849-5501,Active,Soti Construction L.L.C.,2025-04-28,2027-11-30,restricted,restricted,Draper,UT,84020,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13330452-5501,Active,Better Landscape Lawncare LLC,2023-07-11,2025-11-30,restricted,restricted,Springville,UT,84663,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,11446927-5501,Active,Takitaki Construction LLC,2019-09-23,2025-11-30,restricted,restricted,LEHI,UT,84043,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,5602867-5501,Active,K & L TECHNOLOGIES LLC,2004-04-08,2025-11-30,restricted,restricted,DRAPER,UT,84020,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,12564978-5501,Active,Coop Landscaping LLC,2021-11-15,2025-11-30,restricted,restricted,Kamas,UT,84036,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,9741957-5501,Active,Buck the System LLC,2021-06-24,2025-11-30,restricted,restricted,KANAB,UT,84741,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,14204690-5501,Active,G Quality Landscaping LLC,2025-02-06,2027-11-30,restricted,restricted,West Valley City,UT,84120,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13752614-5501,Active,Etika Saafi,2024-03-26,2025-11-30,restricted,restricted,Salt Lake City,UT,84116,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,14093567-5501,Active,"J.A. Perez Landscaping, LLC",2024-08-16,2025-11-30,restricted,restricted,Magna,UT,84044,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,10726314-5501,Active,"NPSG Global, LLC",2018-03-01,2027-11-30,restricted,restricted,Marietta,GA,30067,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,10429200-5501,Active,Jose Arias Cruz,2017-07-13,2025-11-30,restricted,restricted,PLEASANT GROVE,UT,84062,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,2002047-5501,Active,"ROCKY MOUNTAIN STOVE AND FIREPLACE, INC.",2001-10-25,2025-11-30,restricted,restricted,MORGAN,UT,84050,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,10752508-5501,Active,Crockett Mowing LLC,2018-04-23,2025-11-30,restricted,restricted,SMITHFIELD,UT,84335,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,239224-5501,Active,Alpine Supply Company,1911-01-01,2025-11-30,restricted,restricted,Lehi,UT,84043,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,11405478-5501,Active,"Woodcreek Landscape, LLC",2019-09-09,2025-11-30,restricted,restricted,MAGNA,UT,84044,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,14200636-5501,Active,Add A Fence LLC,2025-01-15,2027-11-30,restricted,restricted,Hooper,UT,84315,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,10643451-5501,Active,"M&M Custom Excavation, Hauling & Landscaping LLC",2018-01-04,2025-11-30,restricted,restricted,Riverdale,UT,84405,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,10602099-5501,Active,"Apex Landscape and Irrigation, LLC",2017-12-05,2025-11-30,restricted,restricted,BLUFFDALE,UT,84065,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13302547-5501,Active,"Meemaw Flower Beds, LLC",2023-04-17,2025-11-30,restricted,restricted,South Jordan,UT,84009,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13390073-5501,Active,KC Painting LLC,2023-06-21,2025-11-30,restricted,restricted,Herriman,UT,84096,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,8356685-5501,Active,SunCrest Fencing LLC,2012-06-18,2025-11-30,restricted,restricted,TAYLORSVILLE,UT,84129,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,10929821-5501,Active,"A Handy Krew, LLC",2018-08-07,2025-11-30,restricted,restricted,LAYTON,UT,84040,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,12705849-5501,Active,"JG Precision Fencing, LLC",2022-02-16,2025-11-30,restricted,restricted,Saratoga Springs,UT,84045,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,10196354-5501,Active,DDL LANDSCAPE LLC,2016-12-28,2025-11-30,restricted,restricted,West Valley City,UT,84119,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,4910142-5501,Active,"SUNSET POOLS & LANDSCAPING, LC",2001-08-09,2025-11-30,restricted,restricted,ST GEORGE,UT,84770,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,12011176-5501,Active,HIGH SPRINGS LANDSCAPING LLC,2020-11-03,2025-11-30,restricted,restricted,WASHINGTON CITY,UT,84780,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,12262258-5501,Active,"Smart Sprinkler Solutions, LLC",2022-04-11,2025-11-30,restricted,restricted,Payson,UT,84651,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,10165561-5501,Active,Access Industries LLC,2016-11-21,2025-11-30,restricted,restricted,LEEDS,UT,84746,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,6932051-5501,Active,Sharp Blade Trim Works LLC,2016-01-28,2025-11-30,restricted,restricted,SPRINGVILLE,UT,84663,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13858674-5501,Active,"Intermountain Fence Pros, LLC",2024-04-05,2025-11-30,restricted,restricted,Saratoga Springs,UT,84045,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,11427177-5501,Active,Sprinkler Pro LLC,2019-09-23,2025-11-30,restricted,restricted,LOGAN,UT,84341,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,14199117-5501,Active,Wasatch Evergreens LLC,2025-01-02,2027-11-30,restricted,restricted,Draper,UT,84020,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,11795099-5501,Active,LMV Landscape Services LLC,2020-06-05,2025-11-30,restricted,restricted,South Jordan,UT,84095,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,11023982-5501,Active,Akana LLC,2018-10-18,2025-11-30,restricted,restricted,Syracuse,UT,84075,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,6490866-5501,Active,"Best Pools & Construction, Inc.",2007-02-14,2025-11-30,restricted,restricted,OGDEN,UT,84401,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,14188341-5501,Active,"Tay's Tree Services & Custom Yard Renovations, LLC",2024-11-14,2025-11-30,restricted,restricted,Cedar City,UT,84720,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13304997-5501,Active,Godfrey Excavation LLC,2023-04-13,2025-11-30,restricted,restricted,Spanish Fork,UT,84660,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,11032606-5501,Active,Viper Landscape & Concrete Inc,2018-10-30,2025-11-30,restricted,restricted,LEHI,UT,84043,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,11452194-5501,Active,International Mountain Bicycling,2019-09-25,2025-11-30,restricted,restricted,BOULDER,CO,80308,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,364264-5501,Active,"Hillbrook Landscaping, L.C.",1998-10-06,2025-11-30,restricted,restricted,SALT LAKE CITY,UT,84109,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13138131-5501,Active,Shrammu Pool Services LLC,2022-12-05,2025-11-30,restricted,restricted,Saint George,UT,84790,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13382854-5501,Active,Stone Cold Outdoor Services LLC,2023-06-06,2025-11-30,restricted,restricted,Salt Lake City,UT,84118,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13613993-5501,Active,Hydro Pros LLC,2023-12-13,2025-11-30,restricted,restricted,American Fork,UT,84003,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13378538-5501,Active,"TWorks, LLC",2023-05-22,2025-11-30,restricted,restricted,Eden,UT,84310,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13494398-5501,Active,Jar Contracting LLC,2023-08-22,2025-11-30,restricted,restricted,Bluffdale,UT,84065,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,14116507-5501,Active,JVM Framing Construction LLC,2024-08-19,2025-11-30,restricted,restricted,Sandy,UT,84094,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,10827039-5501,Active,Yovani Luna-Cerritos,2018-06-06,2025-11-30,restricted,restricted,KEARNS,UT,84118,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13603101-5501,Active,Oakwoods Landscaping LLC,2023-11-08,2025-11-30,restricted,restricted,Ogden,UT,84404,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,10768589-5501,Active,Prime Landscaping and Snow Removal LLC,2018-04-02,2025-11-30,restricted,restricted,KAMAS,UT,84036,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,11968556-5501,Active,ST. GEORGE TURF L.L.C.,2020-10-01,2025-11-30,restricted,restricted,WASHINGTON,UT,84780,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13109501-5501,Active,Lundahl Custom Welding LLC,2022-11-18,2025-11-30,restricted,restricted,Malad City,ID,83252,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,14218619-5501,Active,Juan Manuel Cruz Esparza,2025-04-25,2027-11-30,restricted,restricted,Kearns,UT,84118,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,14131027-5501,Active,BeeLine Builders LLC,2024-08-27,2025-11-30,restricted,restricted,Hurricane,UT,84737,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13934381-5501,Active,"Sun Bird Pools, LLC",2024-06-10,2025-11-30,restricted,restricted,Washington,UT,84780,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,12229460-5501,Active,CUTTING EDGE LAWN MAINTENANCE LLC,2021-04-21,2027-11-30,restricted,restricted,PAYSON,UT,84651,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,11354850-5501,Active,"Diamond Property Services, LLC",2019-08-05,2025-11-30,restricted,restricted,PLEASANT GROVE,UT,84062,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,14195667-5501,Active,Christos Fabrication LLC,2024-12-10,2027-11-30,restricted,restricted,Sandy,UT,84094,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13390042-5501,Active,Spruce House Maintenance & Construction LLC,2023-05-26,2025-11-30,restricted,restricted,West Valley City,UT,84120,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,8750398-5501,Active,"Focal Point Landscaping, LLC",2013-08-01,2025-11-30,restricted,restricted,SALT LAKE CITY,UT,841092743,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13136240-5501,Active,Pleasant-Outdoor LLC,2022-12-02,2025-11-30,restricted,restricted,Ogden,UT,84404,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,8944731-5501,Active,River Hollow Enterprises LLC,2014-03-21,2025-11-30,restricted,restricted,MIDWAY,UT,84049,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13851020-5501,Active,Relic801 LLC,2024-04-04,2025-11-30,restricted,restricted,Midvale,UT,84047,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,272197-5501,Active,Central Utah Construction,1994-03-29,2025-11-30,restricted,restricted,MOUNT PLEASANT,UT,84647,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,364523-5501,Active,"High Desert Landscape, Inc.",1998-10-19,2025-11-30,restricted,restricted,WANSHIP,UT,84017,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,9358954-5501,Active,Quality Landscaping Corp.,2015-04-02,2025-11-30,restricted,restricted,SOUTH JORDAN,UT,84095,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,11119772-5501,Active,Pool Pros Utah LLC,2019-01-08,2025-11-30,restricted,restricted,Salt Lake City,UT,84104,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,12879697-5501,Active,"Lucky 7 Dirt Work, LLC",2022-06-13,2025-11-30,restricted,restricted,Enoch,UT,84721,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,6283596-5501,Active,"The Spa Source, Inc",2006-08-01,2025-11-30,restricted,restricted,Kamas,UT,84036,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,11739333-5501,Active,Deep Blue Sprinkler Repair LLC,2020-04-22,2025-11-30,restricted,restricted,LEHI,UT,84043,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,10208651-5501,Active,"Acapulco Pools & Spas, LLC",2017-02-03,2025-11-30,restricted,restricted,IVINS,UT,84738,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,12662804-5501,Active,"CWZ, Inc.",2022-01-20,2025-11-30,restricted,restricted,Cedar City,UT,84720,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13113602-5501,Active,Wolf Fence LLC,2022-11-18,2025-11-30,restricted,restricted,SPRINGVILLE,UT,84663,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,11416207-5501,Active,Beehive Roof & Window LLC,2019-09-12,2025-11-30,restricted,restricted,SALT LAKE CITY,UT,84106,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,8695008-5501,Active,Kevin Ray Anderson,2013-08-14,2027-11-30,restricted,restricted,OREM,UT,84058,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,5405015-5501,Active,"SUNLINE LANDSCAPING MANAGEMENT, LLC",2004-03-01,2025-11-30,restricted,restricted,BLUFFDALE,UT,84065,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13350707-5501,Active,Argenis Landscaping LLC,2023-04-27,2025-11-30,restricted,restricted,Clearfield,UT,84015,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,12828393-5501,Active,Silicon Slopes Lawn Care and Snow Removal LLC,2022-07-12,2025-11-30,restricted,restricted,Lehi,UT,84043,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,14089068-5501,Active,"CNT Country, LLC",2024-08-01,2025-11-30,restricted,restricted,Pleasant Grove,UT,84062,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13684048-5501,Active,Big Rigz Landscape LLC,2024-03-26,2025-11-30,restricted,restricted,Kaysville,UT,84037,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,14215154-5501,Active,ROX Landscaping LLC,2025-04-17,2027-11-30,restricted,restricted,Riverton,UT,84065,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,9861777-5501,Active,American Erectors LLC,2016-07-18,2025-11-30,restricted,restricted,WEST JORDAN,UT,84081,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,4887155-5501,Active,"ANDREW BLACK FENCING, INC",2001-06-11,2025-11-30,restricted,restricted,HILDALE,UT,84784,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,14211838-5501,Active,G Brothers Concrete LLC,2025-03-19,2027-11-30,restricted,restricted,Hyrum,UT,84319,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13107406-5501,Active,Greenway Landscaping LLC,2022-11-09,2025-11-30,restricted,restricted,WEST JORDAN,UT,84081,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,11092666-5501,Active,FYN Cuellar's Construction LLC,2019-01-11,2025-11-30,restricted,restricted,KAMAS,UT,84036,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,14186382-5501,Active,"Salt Team Construction, LLC",2024-10-30,2025-11-30,restricted,restricted,Magna,UT,84044,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,11388744-5501,Active,"Double J Lawn Care, LLC",2019-08-09,2025-11-30,restricted,restricted,Tremonton,UT,84337,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,12603094-5501,Active,Salty Pools & Supplies LLC,2021-12-13,2025-11-30,restricted,restricted,SAINT GEORGE,UT,84790,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,10295760-5501,Active,Dig-It Landscapes LLC,2017-04-03,2025-11-30,restricted,restricted,WASHINGTON,UT,84780,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,12861862-5501,Active,Guerrero's Concrete LLC,2022-05-24,2025-11-30,restricted,restricted,OREM,UT,84057,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13472981-5501,Active,Metalhex Welding LLC,2023-07-14,2025-11-30,restricted,restricted,Salt Lake City,UT,84101,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,251480-5501,Active,Thain Wyatt Anderson,1992-03-17,2025-11-30,restricted,restricted,UINTAH,UT,84405,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,1398246-5501,Active,"EASTWIND LANDSCAPE AND MAINTENANCE, INC.",2001-09-04,2025-11-30,restricted,restricted,SOUTH JORDAN,UT,84095,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,11912669-5501,Active,Botanica Landscape Management Inc,2020-10-22,2025-11-30,restricted,restricted,HEBER CITY,UT,84032,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13603108-5501,Active,"Larkin Enterprises, L.L.C.",2023-11-07,2025-11-30,restricted,restricted,Farmington,UT,84025,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,10406959-5501,Active,Lone Pine Landscape LLC,2017-06-15,2025-11-30,restricted,restricted,MANTUA,UT,84324,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,11870986-5501,Active,BONUM LLC,2020-08-04,2025-11-30,restricted,restricted,COVE,UT,84320,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,366580-5501,Active,Steve-N-Son Inc.,1998-12-30,2025-11-30,restricted,restricted,SOUTH JORDAN,UT,84095,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13913859-5501,Active,High Country Yard Services LLC,2024-05-03,2025-11-30,restricted,restricted,Spanish Fork,UT,84660,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,10970303-5501,Active,Jesse Cooper,2023-07-13,2025-11-30,restricted,restricted,SYRACUSE,UT,84075,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
Contractor With LRF,13915796-5501,Active,"JJ Landsco Services, LLC",2024-05-06,2025-11-30,restricted,restricted,Orem,UT,84057,restricted,N,,restricted,S330 - Landscape and Recreation Qualifier
